i,discounted
1486,9.39008
1487,2.67442
1488,17.7042
1489,9.52735
1490,20.8538
1491,1.43528
1492,15.3784
1493,45.7947
1494,5.63506
1495,3.60925
1496,0.216709
1497,35.0315
1498,25.8958
1499,0
1500,9.56304
1501,19.9472
1502,6.14578
1503,5.55445
1504,0
1505,8.85378
1506,20.5264
1507,5.89122
1508,17.7165
1509,6.07625
1510,7.06653
1511,33.6661
1512,6.50472
1513,27.4808
1514,5.11489
1515,24.8376
1516,3.34325
1517,0
1518,13.2462
1519,4.96707
1520,10.5377
1521,27.6527
1522,10.4813
1523,26.0723
1524,7.57798
1525,13.0466
1526,10.5908
1527,29.1451
1528,29.5924
1529,52.636
1530,1.96906
1531,0
1532,6.05512
1533,13.6774
1534,9.71485
1535,14.1628
1536,0
1537,21.4257
1538,12.6606
1539,8.80217
1540,8.93693
1541,0
1542,13.7843
1543,7.69542
1544,14.7316
1545,17.7646
1546,0
1547,13.0369
1548,9.85874
1549,21.7876
1550,0
1551,8.27019
1552,11.1476
1553,1.96295
1554,17.4925
1555,24.6612
1556,9.86183
1557,0
1558,13.7548
1559,21.7787
1560,7.66812
1561,20.6841
1562,0.921262
1563,13.9583
1564,23.719
1565,7.78144
1566,21.6596
1567,1.70927
1568,13.3726
1569,27.6954
1570,31.4825
1571,5.59828
1572,22.7535
1573,6.14266
1574,4.67756
1575,0.719792
1576,10.7307
1577,13.0188
1578,4.96014
1579,31.3388
1580,16.7319
1581,0
1582,2.84264
1583,6.83688
1584,3.91413
1585,22.7248
1586,0
1587,7.36656
1588,10.2868
1589,30.8867
1590,0
1591,12.6903
1592,15.7579
1593,13.3832
1594,11.2709
1595,9.6051
1596,23.5664
1597,12.0624
1598,34.6792
1599,7.71114
1600,0
1601,27.6328
1602,15.5746
1603,0
1604,9.455
1605,19.051
1606,21.7929
1607,18.9675
1608,24.9097
1609,10.2889
1610,17.6114
1611,14.8141
1612,15.4405
1613,34.3116
1614,8.77234
1615,39.625
1616,0
1617,27.0957
